player_id,nba_id,name,first_name,last_name,active,bbref_url
raynama01,1642875,Maxime Raynaud,Maxime,Raynaud,True,https://www.basketball-reference.com/players/r/raynama01.html
reaco01,77922,Connie Rea,Connie,Rea,False,https://www.basketball-reference.com/players/r/reaco01.html
reathdu01,1641871,Duop Reath,Duop,Reath,True,https://www.basketball-reference.com/players/r/reathdu01.html
reaveau01,1630559,Austin Reaves,Austin,Reaves,True,https://www.basketball-reference.com/players/r/reaveau01.html
reavejo01,77923,Joe Reaves,Joe,Reaves,False,https://www.basketball-reference.com/players/r/reavejo01.html
reavejo02,1629729,Josh Reaves,Josh,Reaves,False,https://www.basketball-reference.com/players/r/reavejo02.html
rebraze01,1442,Zeljko Rebraca,Zeljko,Rebraca,False,https://www.basketball-reference.com/players/r/rebraze01.html
recasel01,695,Eldridge Recasner,Eldridge,Recasner,False,https://www.basketball-reference.com/players/r/recasel01.html
reddmi01,2072,Michael Redd,Michael,Redd,False,https://www.basketball-reference.com/players/r/reddmi01.html
reddica01,1629629,Cam Reddish,Cam,Reddish,False,https://www.basketball-reference.com/players/r/reddica01.html
reddofr01,77925,Frank Reddout,Frank,Reddout,False,https://www.basketball-reference.com/players/r/reddofr01.html
redicjj01,200755,JJ Redick,JJ,Redick,False,https://www.basketball-reference.com/players/r/redicjj01.html
redmoma01,77926,Marlon Redmond,Marlon,Redmond,False,https://www.basketball-reference.com/players/r/redmoma01.html
reedda01,1628432,Davon Reed,Davon,Reed,False,https://www.basketball-reference.com/players/r/reedda01.html
reedhu01,77927,Hub Reed,Hub,Reed,False,https://www.basketball-reference.com/players/r/reedhu01.html
reedju01,2770,Justin Reed,Justin,Reed,False,https://www.basketball-reference.com/players/r/reedju01.html
reedpa01,1630194,Paul Reed,Paul,Reed,True,https://www.basketball-reference.com/players/r/reedpa01.html
reedro01,77928,Ron Reed,Ron,Reed,False,https://www.basketball-reference.com/players/r/reedro01.html
reedwi01,203186,Willie Reed,Willie,Reed,False,https://www.basketball-reference.com/players/r/reedwi01.html
reedwi02,77929,Willis Reed,Willis,Reed,False,https://www.basketball-reference.com/players/r/reedwi02.html
reeseal01,1642024,Alex Reese,Alex,Reese,False,https://www.basketball-reference.com/players/r/reeseal01.html
reevean01,1641810,Antonio Reeves,Antonio,Reeves,True,https://www.basketball-reference.com/players/r/reevean01.html
reevebr01,735,Bryant Reeves,Bryant,Reeves,False,https://www.basketball-reference.com/players/r/reevebr01.html
reevekh01,234,Khalid Reeves,Khalid,Reeves,False,https://www.basketball-reference.com/players/r/reevekh01.html
reganri01,77932,Richie Regan,Richie,Regan,False,https://www.basketball-reference.com/players/r/reganri01.html
rehfedo01,77933,Don Rehfeldt,Don,Rehfeldt,False,https://www.basketball-reference.com/players/r/rehfedo01.html
reidbi01,77937,Billy Reid,Billy,Reid,False,https://www.basketball-reference.com/players/r/reidbi01.html
reiddo01,690,Don Reid,Don,Reid,False,https://www.basketball-reference.com/players/r/reiddo01.html
reidjr01,462,J.R. Reid,J.R.,Reid,False,https://www.basketball-reference.com/players/r/reidjr01.html
reidji01,77935,Jim Reid,Jim,Reid,False,https://www.basketball-reference.com/players/r/reidji01.html
reidna01,1629675,Naz Reid,Naz,Reid,True,https://www.basketball-reference.com/players/r/reidna01.html
reidro01,77936,Robert Reid,Robert,Reid,False,https://www.basketball-reference.com/players/r/reidro01.html
reidry01,202385,Ryan Reid,Ryan,Reid,False,https://www.basketball-reference.com/players/r/reidry01.html
reineja01,2876,Jared Reiner,Jared,Reiner,False,https://www.basketball-reference.com/players/r/reineja01.html
reisejo01,77938,Joseph Reiser,Joseph,Reiser,False,https://www.basketball-reference.com/players/r/reisejo01.html
rellfri01,77939,Richard Rellford,Richard,Rellford,False,https://www.basketball-reference.com/players/r/rellfri01.html
renchte01,720,Terrence Rencher,Terrence,Rencher,False,https://www.basketball-reference.com/players/r/renchte01.html
rennijo01,77941,John Rennicke,John,Rennicke,False,https://www.basketball-reference.com/players/r/rennijo01.html
rensbro01,77942,Rob Rensberger,Rob,Rensberger,False,https://www.basketball-reference.com/players/r/rensbro01.html
rentzef01,981,Efthimios Rentzias,Efthimios,Rentzias,False,https://www.basketball-reference.com/players/r/rentzef01.html
respesh01,704,Shawn Respert,Shawn,Respert,False,https://www.basketball-reference.com/players/r/respesh01.html
