player_id,age,size_bucket,season,delta_pts_per75,delta_ast_per75,delta_trb_per75,delta_stl_per75,delta_blk_per75,delta_vorp,delta_bpm,delta_ws_per_48,delta_ts_pct,delta_per
lucasje01,31,Wing,1972,-2.7073832552485317,1.7220614218552046,-2.7763822233361086,,,,,0.0040000000000000036,-0.008000000000000007,-2.1999999999999993
lucasje01,32,Wing,1973,-2.1330984146032286,-0.39780160199152004,-0.6664333939060016,,,,,-0.087,-0.04800000000000004,-4.700000000000001
lucasjo01,23,Guard,1977,-0.4598195152492366,2.7304710748062675,-0.032905857098253666,0.24344467836904826,-0.12457613560497359,0.3999999999999999,0.09999999999999998,-0.0059999999999999915,-0.031000000000000028,1.3999999999999986
lucasjo01,24,Guard,1978,2.850746636063443,-0.4612765567353634,-0.2126261914721388,-0.16921104833094103,-0.003946831194654374,0.40000000000000036,0.3999999999999999,0.03699999999999999,0.03300000000000003,0.5
lucasjo01,25,Guard,1979,-1.7784561776631183,-0.8028273317493655,0.12637307949357268,0.005796607634212858,-0.09027442443785363,-1.0000000000000002,-0.9999999999999999,-0.019000000000000003,0.014000000000000012,-1.5999999999999979
lucasjo01,26,Guard,1980,-2.550223993983696,0.9118909947353275,-0.04024212518281001,-0.14158771817939564,0.0,-1.5,-2.1,-0.071,-0.041000000000000036,-3.700000000000001
lucasjo01,27,Guard,1981,1.9805527832036987,1.6504606526697483,0.2521500490664579,0.16144203851900918,0.14507208269108712,1.6,3.4,0.063,-0.008000000000000007,3.5999999999999996
lucasjo01,28,Guard,1982,0.8339322633108406,-0.9457865427296923,-0.5060284273689932,0.48205965320781097,-0.14507208269108712,-1.5,-0.8999999999999999,-0.04,0.006000000000000005,-0.7999999999999989
lucasjo01,29,Guard,1983,0.4603912649743638,4.0237728346655945,1.0460374042117526,-0.36782669031693116,0.12367319701226168,1.7,1.7,0.059000000000000004,0.03400000000000003,3.700000000000001
lucasjo01,30,Guard,1984,2.856745889236148,-3.488080705549354,-1.006976761212535,0.007907454697169136,-0.12367319701226168,-0.7,0.10000000000000009,0.020000000000000004,0.014000000000000012,-0.7000000000000028
lucasjo01,31,Guard,1985,0.422597639294203,-0.22975436668338922,-0.20074670012323947,-0.5654785451430138,0.10812723872817338,0.7,-0.8,-0.0040000000000000036,-0.0030000000000000027,0.0
lucasjo01,32,Guard,1986,3.0171240192141333,-1.9434902453396719,0.8985066602107521,0.6236524631212172,0.00488330996943237,0.0,1.9000000000000001,0.021999999999999992,0.007000000000000006,2.0
lucasjo01,33,Guard,1987,-4.520617854256354,0.3880644552558863,0.03926542860088045,-0.09706509040200206,-0.11301054869760575,-0.19999999999999996,-1.7000000000000002,-0.046,-0.008000000000000007,-3.299999999999997
lucasjo01,34,Guard,1988,-2.0772132147115343,3.0227412429321268,0.13507543260294153,0.6861743250404408,0.0,-0.9,0.3999999999999999,0.0030000000000000027,-0.063,0.5
lucasjo01,35,Guard,1989,-2.061252319170931,-1.5899198908729915,-0.0013066456592265574,-0.7851184986101556,0.0,-0.6000000000000001,-3.3,-0.057,-0.01200000000000001,-5.100000000000001
lucasjo02,29,Guard,2012,-4.1558987293343215,-0.7849448088180324,-1.2769003913873171,0.12883331569449163,0.0,-0.6000000000000001,-3.5,-0.08199999999999999,-0.013000000000000012,-3.5
lucasjo02,30,Guard,2013,-5.504314547832054,-2.360342003303053,-0.5411680751267469,-0.379526431060614,0.0,-0.8999999999999999,-5.300000000000001,-0.119,-0.07999999999999996,-7.6000000000000005
lucasma01,24,Wing,1977,-1.1326078566798827,-0.00524975072046896,-0.8072511429701663,-0.054183695590493186,0.2112304914747407,-0.7000000000000002,-0.20000000000000007,-0.015999999999999986,-0.014000000000000012,-1.0
lucasma01,25,Wing,1978,1.7171827268506057,0.25246499468696637,0.0762393346226169,-0.01969750750138155,0.27907897383816893,0.30000000000000004,0.09999999999999998,-0.010000000000000009,0.015000000000000013,1.0999999999999979
lucasma01,26,Wing,1979,-2.2765204666796315,0.8994661399888777,0.014398945891267445,-0.1356433979836006,0.02412500896665848,-1.2,-1.7,-0.06,-0.014000000000000012,-3.599999999999998
lucasma01,27,Wing,1980,-0.8279246176038519,-1.0752889391301084,-0.4787319217437229,0.07175355704539377,-0.16749994139413849,0.09999999999999998,0.09999999999999998,0.017,0.025000000000000022,-0.20000000000000107
lucasma01,28,Wing,1981,0.5389754798342139,-0.4287745142421606,2.6238174763212143,0.07221717158123464,-0.0389613672548188,1.2000000000000002,1.5,0.05500000000000001,0.019000000000000017,3.299999999999999
lucasma01,29,Wing,1982,0.2717258741233195,0.5602837934014722,-1.2618087771604944,-0.2339022947545002,-0.33786560725666603,-0.7,-0.8999999999999999,-0.0010000000000000009,-0.019000000000000017,-1.7999999999999972
lucasma01,30,Wing,1983,1.169361876300215,0.2005324565887574,0.3661860569966695,0.0789433475420912,-0.047575207114957885,0.3999999999999999,0.8999999999999999,0.0020000000000000018,0.027000000000000024,2.0
lucasma01,31,Wing,1984,-0.4968613183098718,-0.051741894862107785,0.5285499400512048,-0.008487410243175675,-0.17710510549099912,-1.4,-2.3,-0.06200000000000001,-0.038000000000000034,-3.0000000000000018
lucasma01,32,Wing,1985,-1.987473807238814,-1.3516387387510398,-0.21590064230196404,0.13350518775115294,0.06675259387557647,-0.2,-0.5999999999999999,0.038000000000000006,0.0030000000000000027,-1.299999999999999
lucasma01,33,Wing,1986,0.01043869586879076,0.2981301117077573,-1.660371899725508,0.07142302980677628,0.1360242491405887,0.2,0.5999999999999999,-0.006000000000000005,0.01200000000000001,-0.10000000000000142
lucasma01,34,Wing,1987,-2.320649527767088,0.8769242048008716,-0.293979320597197,0.10578761514525681,-0.38009341391975093,-0.2,-0.5000000000000002,-0.012999999999999998,-0.02400000000000002,-2.1999999999999993
luety01,23,Guard,2001,4.19644911139283,2.9274723054309115,0.7254582929765077,-0.2484209499557135,0.0,0.6000000000000001,2.9,0.025,-0.0030000000000000027,5.0
luety01,24,Guard,2002,-2.2620739047423477,-1.550966139286845,-0.30543956552798424,-0.45948884285162506,0.0,-0.10000000000000003,-0.3999999999999999,0.021999999999999992,0.016000000000000014,-0.7999999999999989
luety01,25,Guard,2003,0.826174871938905,0.24089257977900846,0.2678014528398611,0.1454147109064583,0.13014855010899945,-0.6,-1.0,-0.04699999999999999,-0.0050000000000000044,-0.3000000000000007
luety01,26,Guard,2004,1.7852198183596233,0.8796324014131836,-0.35668545651162953,-0.35141975891643473,-0.13014855010899945,0.3,0.5,0.04599999999999999,0.02400000000000002,1.5
